# Iterations: 2000
# Rows      : 100
# Cols      : 55
# Levels    : 7
# Ntrees    : 100
# Ntrees internal   : 700
iter,total_time,time_per_row,time_per_tree,time_per_row_tree,time_per_inter_tree,time_per_row_inter_tree
250,3401000,34010,34010,340,4858,48
251,2938000,29380,29380,293,4197,41
252,2904000,29040,29040,290,4148,41
253,3165000,31650,31650,316,4521,45
254,2895000,28950,28950,289,4135,41
255,2877000,28770,28770,287,4110,41
256,2818000,28180,28180,281,4025,40
257,2795000,27950,27950,279,3992,39
258,2881000,28810,28810,288,4115,41
259,2821000,28210,28210,282,4030,40
260,2765000,27650,27650,276,3950,39
261,2781000,27810,27810,278,3972,39
262,2887000,28870,28870,288,4124,41
263,2855000,28550,28550,285,4078,40
264,2962000,29620,29620,296,4231,42
265,2881000,28810,28810,288,4115,41
266,2800000,28000,28000,280,4000,40
267,2796000,27960,27960,279,3994,39
268,2782000,27820,27820,278,3974,39
269,2770000,27700,27700,277,3957,39
270,2857000,28570,28570,285,4081,40
271,3202000,32020,32020,320,4574,45
272,2897000,28970,28970,289,4138,41
273,2883000,28830,28830,288,4118,41
274,2843000,28430,28430,284,4061,40
275,2876000,28760,28760,287,4108,41
276,2833000,28330,28330,283,4047,40
277,2837000,28370,28370,283,4052,40
278,2826000,28260,28260,282,4037,40
279,3105000,31050,31050,310,4435,44
280,3284000,32840,32840,328,4691,46
281,3388000,33880,33880,338,4840,48
282,2969000,29690,29690,296,4241,42
283,2857000,28570,28570,285,4081,40
284,2904000,29040,29040,290,4148,41
285,3708000,37080,37080,370,5297,52
286,2870000,28700,28700,287,4100,41
287,3063000,30630,30630,306,4375,43
288,2939000,29390,29390,293,4198,41
289,2957000,29570,29570,295,4224,42
290,2915000,29150,29150,291,4164,41
291,2983000,29830,29830,298,4261,42
292,2971000,29710,29710,297,4244,42
293,2918000,29180,29180,291,4168,41
294,2901000,29010,29010,290,4144,41
295,2871000,28710,28710,287,4101,41
296,3055000,30550,30550,305,4364,43
297,2905000,29050,29050,290,4150,41
298,2845000,28450,28450,284,4064,40
299,2837000,28370,28370,283,4052,40
300,2895000,28950,28950,289,4135,41
301,2918000,29180,29180,291,4168,41
302,2892000,28920,28920,289,4131,41
303,2889000,28890,28890,288,4127,41
304,3166000,31660,31660,316,4522,45
305,3198000,31980,31980,319,4568,45
306,2970000,29700,29700,297,4242,42
307,2941000,29410,29410,294,4201,42
308,2953000,29530,29530,295,4218,42
309,2881000,28810,28810,288,4115,41
310,2935000,29350,29350,293,4192,41
311,2913000,29130,29130,291,4161,41
312,2898000,28980,28980,289,4140,41
313,3071000,30710,30710,307,4387,43
314,3091000,30910,30910,309,4415,44
315,3194000,31940,31940,319,4562,45
316,2955000,29550,29550,295,4221,42
317,2847000,28470,28470,284,4067,40
318,2923000,29230,29230,292,4175,41
319,2889000,28890,28890,288,4127,41
320,2880000,28800,28800,288,4114,41
321,2905000,29050,29050,290,4150,41
322,2877000,28770,28770,287,4110,41
323,2853000,28530,28530,285,4075,40
324,2818000,28180,28180,281,4025,40
325,2874000,28740,28740,287,4105,41
326,2882000,28820,28820,288,4117,41
327,2875000,28750,28750,287,4107,41
328,2883000,28830,28830,288,4118,41
329,2892000,28920,28920,289,4131,41
330,2998000,29980,29980,299,4282,42
331,2900000,29000,29000,290,4142,41
332,2911000,29110,29110,291,4158,41
333,2935000,29350,29350,293,4192,41
334,2821000,28210,28210,282,4030,40
335,2919000,29190,29190,291,4170,41
336,2886000,28860,28860,288,4122,41
337,2878000,28780,28780,287,4111,41
338,3168000,31680,31680,316,4525,45
339,2893000,28930,28930,289,4132,41
340,2852000,28520,28520,285,4074,40
341,2820000,28200,28200,282,4028,40
342,2827000,28270,28270,282,4038,40
343,2812000,28120,28120,281,4017,40
344,2763000,27630,27630,276,3947,39
345,2768000,27680,27680,276,3954,39
346,2831000,28310,28310,283,4044,40
347,3228000,32280,32280,322,4611,46
348,3027000,30270,30270,302,4324,43
349,3199000,31990,31990,319,4570,45
350,2979000,29790,29790,297,4255,42
351,2809000,28090,28090,280,4012,40
352,2848000,28480,28480,284,4068,40
353,2837000,28370,28370,283,4052,40
354,2902000,29020,29020,290,4145,41
355,2945000,29450,29450,294,4207,42
356,2938000,29380,29380,293,4197,41
357,2886000,28860,28860,288,4122,41
358,2879000,28790,28790,287,4112,41
359,2909000,29090,29090,290,4155,41
360,2929000,29290,29290,292,4184,41
361,2883000,28830,28830,288,4118,41
362,2903000,29030,29030,290,4147,41
363,2874000,28740,28740,287,4105,41
364,2917000,29170,29170,291,4167,41
365,2839000,28390,28390,283,4055,40
366,3101000,31010,31010,310,4430,44
367,3002000,30020,30020,300,4288,42
368,2941000,29410,29410,294,4201,42
369,2937000,29370,29370,293,4195,41
370,2901000,29010,29010,290,4144,41
371,2897000,28970,28970,289,4138,41
372,2919000,29190,29190,291,4170,41
373,3081000,30810,30810,308,4401,44
374,2816000,28160,28160,281,4022,40
375,2771000,27710,27710,277,3958,39
376,2883000,28830,28830,288,4118,41
377,2825000,28250,28250,282,4035,40
378,2826000,28260,28260,282,4037,40
379,2811000,28110,28110,281,4015,40
380,2710000,27100,27100,271,3871,38
381,2806000,28060,28060,280,4008,40
382,2831000,28310,28310,283,4044,40
383,2854000,28540,28540,285,4077,40
384,2821000,28210,28210,282,4030,40
385,2821000,28210,28210,282,4030,40
386,2818000,28180,28180,281,4025,40
387,2812000,28120,28120,281,4017,40
388,4024000,40240,40240,402,5748,57
389,4185000,41850,41850,418,5978,59
390,4112000,41120,41120,411,5874,58
391,3378000,33780,33780,337,4825,48
392,2983000,29830,29830,298,4261,42
393,2890000,28900,28900,289,4128,41
394,2923000,29230,29230,292,4175,41
395,3577000,35770,35770,357,5110,51
396,3389000,33890,33890,338,4841,48
397,3397000,33970,33970,339,4852,48
398,2909000,29090,29090,290,4155,41
399,2918000,29180,29180,291,4168,41
400,3039000,30390,30390,303,4341,43
401,2892000,28920,28920,289,4131,41
402,2855000,28550,28550,285,4078,40
403,3041000,30410,30410,304,4344,43
404,2869000,28690,28690,286,4098,40
405,2827000,28270,28270,282,4038,40
406,2826000,28260,28260,282,4037,40
407,2867000,28670,28670,286,4095,40
408,2821000,28210,28210,282,4030,40
409,2844000,28440,28440,284,4062,40
410,2760000,27600,27600,276,3942,39
411,2799000,27990,27990,279,3998,39
412,2804000,28040,28040,280,4005,40
413,2760000,27600,27600,276,3942,39
414,2768000,27680,27680,276,3954,39
415,2812000,28120,28120,281,4017,40
416,2821000,28210,28210,282,4030,40
417,3020000,30200,30200,302,4314,43
418,2781000,27810,27810,278,3972,39
419,2813000,28130,28130,281,4018,40
420,2845000,28450,28450,284,4064,40
421,2835000,28350,28350,283,4050,40
422,2825000,28250,28250,282,4035,40
423,2845000,28450,28450,284,4064,40
424,2843000,28430,28430,284,4061,40
425,2919000,29190,29190,291,4170,41
426,2828000,28280,28280,282,4040,40
427,2810000,28100,28100,281,4014,40
428,2824000,28240,28240,282,4034,40
429,2758000,27580,27580,275,3940,39
430,2940000,29400,29400,294,4200,42
431,2830000,28300,28300,283,4042,40
432,3577000,35770,35770,357,5110,51
433,3726000,37260,37260,372,5322,53
434,3368000,33680,33680,336,4811,48
435,3320000,33200,33200,332,4742,47
436,3032000,30320,30320,303,4331,43
437,2897000,28970,28970,289,4138,41
438,2964000,29640,29640,296,4234,42
439,3025000,30250,30250,302,4321,43
440,3922000,39220,39220,392,5602,56
441,3637000,36370,36370,363,5195,51
442,3007000,30070,30070,300,4295,42
443,2989000,29890,29890,298,4270,42
444,2940000,29400,29400,294,4200,42
445,2997000,29970,29970,299,4281,42
446,2912000,29120,29120,291,4160,41
447,2883000,28830,28830,288,4118,41
448,2929000,29290,29290,292,4184,41
449,2906000,29060,29060,290,4151,41
450,2861000,28610,28610,286,4087,40
451,2865000,28650,28650,286,4092,40
452,2959000,29590,29590,295,4227,42
453,2925000,29250,29250,292,4178,41
454,2920000,29200,29200,292,4171,41
455,2889000,28890,28890,288,4127,41
456,2994000,29940,29940,299,4277,42
457,2893000,28930,28930,289,4132,41
458,2928000,29280,29280,292,4182,41
459,2899000,28990,28990,289,4141,41
460,2927000,29270,29270,292,4181,41
461,2897000,28970,28970,289,4138,41
462,2842000,28420,28420,284,4060,40
463,2852000,28520,28520,285,4074,40
464,2863000,28630,28630,286,4090,40
465,3084000,30840,30840,308,4405,44
466,2877000,28770,28770,287,4110,41
467,3001000,30010,30010,300,4287,42
468,2977000,29770,29770,297,4252,42
469,2847000,28470,28470,284,4067,40
470,2846000,28460,28460,284,4065,40
471,2886000,28860,28860,288,4122,41
472,2890000,28900,28900,289,4128,41
473,2909000,29090,29090,290,4155,41
474,2842000,28420,28420,284,4060,40
475,2916000,29160,29160,291,4165,41
476,2894000,28940,28940,289,4134,41
477,2846000,28460,28460,284,4065,40
478,2875000,28750,28750,287,4107,41
479,2833000,28330,28330,283,4047,40
480,2878000,28780,28780,287,4111,41
481,2875000,28750,28750,287,4107,41
482,2901000,29010,29010,290,4144,41
483,2876000,28760,28760,287,4108,41
484,2913000,29130,29130,291,4161,41
485,2910000,29100,29100,291,4157,41
486,2915000,29150,29150,291,4164,41
487,2870000,28700,28700,287,4100,41
488,2877000,28770,28770,287,4110,41
489,2878000,28780,28780,287,4111,41
490,2860000,28600,28600,286,4085,40
491,2919000,29190,29190,291,4170,41
492,2876000,28760,28760,287,4108,41
493,2911000,29110,29110,291,4158,41
494,2871000,28710,28710,287,4101,41
495,2826000,28260,28260,282,4037,40
496,2880000,28800,28800,288,4114,41
497,2868000,28680,28680,286,4097,40
498,2887000,28870,28870,288,4124,41
499,2840000,28400,28400,284,4057,40
500,2844000,28440,28440,284,4062,40
501,2835000,28350,28350,283,4050,40
502,2881000,28810,28810,288,4115,41
503,2874000,28740,28740,287,4105,41
504,2928000,29280,29280,292,4182,41
505,2873000,28730,28730,287,4104,41
506,2896000,28960,28960,289,4137,41
507,2834000,28340,28340,283,4048,40
508,2961000,29610,29610,296,4230,42
509,2908000,29080,29080,290,4154,41
510,2868000,28680,28680,286,4097,40
511,2867000,28670,28670,286,4095,40
512,2871000,28710,28710,287,4101,41
513,2877000,28770,28770,287,4110,41
514,2867000,28670,28670,286,4095,40
515,2885000,28850,28850,288,4121,41
516,2810000,28100,28100,281,4014,40
517,2979000,29790,29790,297,4255,42
518,2857000,28570,28570,285,4081,40
519,2857000,28570,28570,285,4081,40
520,2811000,28110,28110,281,4015,40
521,2826000,28260,28260,282,4037,40
522,2884000,28840,28840,288,4120,41
523,2867000,28670,28670,286,4095,40
524,2906000,29060,29060,290,4151,41
525,2867000,28670,28670,286,4095,40
526,2858000,28580,28580,285,4082,40
527,2913000,29130,29130,291,4161,41
528,2858000,28580,28580,285,4082,40
529,2857000,28570,28570,285,4081,40
530,2807000,28070,28070,280,4010,40
531,2822000,28220,28220,282,4031,40
532,2790000,27900,27900,279,3985,39
533,2850000,28500,28500,285,4071,40
534,2829000,28290,28290,282,4041,40
535,2951000,29510,29510,295,4215,42
536,2887000,28870,28870,288,4124,41
537,2890000,28900,28900,289,4128,41
538,2881000,28810,28810,288,4115,41
539,2888000,28880,28880,288,4125,41
540,2868000,28680,28680,286,4097,40
541,2841000,28410,28410,284,4058,40
542,2803000,28030,28030,280,4004,40
543,2898000,28980,28980,289,4140,41
544,2794000,27940,27940,279,3991,39
545,2864000,28640,28640,286,4091,40
546,2880000,28800,28800,288,4114,41
547,2865000,28650,28650,286,4092,40
548,2814000,28140,28140,281,4020,40
549,2795000,27950,27950,279,3992,39
550,3005000,30050,30050,300,4292,42
551,2839000,28390,28390,283,4055,40
552,2923000,29230,29230,292,4175,41
553,2873000,28730,28730,287,4104,41
554,2870000,28700,28700,287,4100,41
555,2866000,28660,28660,286,4094,40
556,2843000,28430,28430,284,4061,40
557,2861000,28610,28610,286,4087,40
558,2865000,28650,28650,286,4092,40
559,2884000,28840,28840,288,4120,41
560,2882000,28820,28820,288,4117,41
561,2839000,28390,28390,283,4055,40
562,2907000,29070,29070,290,4152,41
563,2841000,28410,28410,284,4058,40
564,2722000,27220,27220,272,3888,38
565,3209000,32090,32090,320,4584,45
566,2920000,29200,29200,292,4171,41
567,3020000,30200,30200,302,4314,43
568,3009000,30090,30090,300,4298,42
569,3043000,30430,30430,304,4347,43
570,2886000,28860,28860,288,4122,41
571,2876000,28760,28760,287,4108,41
572,2903000,29030,29030,290,4147,41
573,2925000,29250,29250,292,4178,41
574,2919000,29190,29190,291,4170,41
575,2832000,28320,28320,283,4045,40
576,2920000,29200,29200,292,4171,41
577,2837000,28370,28370,283,4052,40
578,3179000,31790,31790,317,4541,45
579,2885000,28850,28850,288,4121,41
580,2910000,29100,29100,291,4157,41
581,2891000,28910,28910,289,4130,41
582,3665000,36650,36650,366,5235,52
583,2985000,29850,29850,298,4264,42
584,2889000,28890,28890,288,4127,41
585,2863000,28630,28630,286,4090,40
586,2898000,28980,28980,289,4140,41
587,2891000,28910,28910,289,4130,41
588,2866000,28660,28660,286,4094,40
589,2948000,29480,29480,294,4211,42
590,2990000,29900,29900,299,4271,42
591,2908000,29080,29080,290,4154,41
592,2875000,28750,28750,287,4107,41
593,2869000,28690,28690,286,4098,40
594,2867000,28670,28670,286,4095,40
595,2975000,29750,29750,297,4250,42
596,2877000,28770,28770,287,4110,41
597,2876000,28760,28760,287,4108,41
598,2891000,28910,28910,289,4130,41
599,2875000,28750,28750,287,4107,41
600,2895000,28950,28950,289,4135,41
601,2898000,28980,28980,289,4140,41
602,2898000,28980,28980,289,4140,41
603,2871000,28710,28710,287,4101,41
604,2819000,28190,28190,281,4027,40
605,2861000,28610,28610,286,4087,40
606,2835000,28350,28350,283,4050,40
607,2880000,28800,28800,288,4114,41
608,2869000,28690,28690,286,4098,40
609,2921000,29210,29210,292,4172,41
610,2886000,28860,28860,288,4122,41
611,2868000,28680,28680,286,4097,40
612,2948000,29480,29480,294,4211,42
613,2869000,28690,28690,286,4098,40
614,2899000,28990,28990,289,4141,41
615,2878000,28780,28780,287,4111,41
616,2798000,27980,27980,279,3997,39
617,2861000,28610,28610,286,4087,40
618,2864000,28640,28640,286,4091,40
619,2865000,28650,28650,286,4092,40
620,2931000,29310,29310,293,4187,41
621,2871000,28710,28710,287,4101,41
622,2849000,28490,28490,284,4070,40
623,3180000,31800,31800,318,4542,45
624,2974000,29740,29740,297,4248,42
625,2958000,29580,29580,295,4225,42
626,2972000,29720,29720,297,4245,42
627,2850000,28500,28500,285,4071,40
628,2872000,28720,28720,287,4102,41
629,3298000,32980,32980,329,4711,47
630,3160000,31600,31600,316,4514,45
631,2986000,29860,29860,298,4265,42
632,2818000,28180,28180,281,4025,40
633,2824000,28240,28240,282,4034,40
634,2776000,27760,27760,277,3965,39
635,2772000,27720,27720,277,3960,39
636,2806000,28060,28060,280,4008,40
637,2755000,27550,27550,275,3935,39
638,3189000,31890,31890,318,4555,45
639,2941000,29410,29410,294,4201,42
640,3218000,32180,32180,321,4597,45
641,3501000,35010,35010,350,5001,50
642,2977000,29770,29770,297,4252,42
643,2863000,28630,28630,286,4090,40
644,2944000,29440,29440,294,4205,42
645,2895000,28950,28950,289,4135,41
646,3089000,30890,30890,308,4412,44
647,2924000,29240,29240,292,4177,41
648,2883000,28830,28830,288,4118,41
649,2871000,28710,28710,287,4101,41
650,2941000,29410,29410,294,4201,42
651,2928000,29280,29280,292,4182,41
652,2890000,28900,28900,289,4128,41
653,2904000,29040,29040,290,4148,41
654,2892000,28920,28920,289,4131,41
655,2975000,29750,29750,297,4250,42
656,2833000,28330,28330,283,4047,40
657,4668000,46680,46680,466,6668,66
658,3872000,38720,38720,387,5531,55
659,3469000,34690,34690,346,4955,49
660,2920000,29200,29200,292,4171,41
661,2896000,28960,28960,289,4137,41
662,2909000,29090,29090,290,4155,41
663,2919000,29190,29190,291,4170,41
664,2884000,28840,28840,288,4120,41
665,2890000,28900,28900,289,4128,41
666,2927000,29270,29270,292,4181,41
667,2958000,29580,29580,295,4225,42
668,2898000,28980,28980,289,4140,41
669,2936000,29360,29360,293,4194,41
670,2898000,28980,28980,289,4140,41
671,2925000,29250,29250,292,4178,41
672,2917000,29170,29170,291,4167,41
673,2881000,28810,28810,288,4115,41
674,2879000,28790,28790,287,4112,41
675,2904000,29040,29040,290,4148,41
676,2885000,28850,28850,288,4121,41
677,2884000,28840,28840,288,4120,41
678,2900000,29000,29000,290,4142,41
679,2909000,29090,29090,290,4155,41
680,3001000,30010,30010,300,4287,42
681,2935000,29350,29350,293,4192,41
682,2950000,29500,29500,295,4214,42
683,2858000,28580,28580,285,4082,40
684,2879000,28790,28790,287,4112,41
685,2911000,29110,29110,291,4158,41
686,2914000,29140,29140,291,4162,41
687,2926000,29260,29260,292,4180,41
688,2943000,29430,29430,294,4204,42
689,2880000,28800,28800,288,4114,41
690,2892000,28920,28920,289,4131,41
691,2932000,29320,29320,293,4188,41
692,2897000,28970,28970,289,4138,41
693,2952000,29520,29520,295,4217,42
694,2943000,29430,29430,294,4204,42
695,2927000,29270,29270,292,4181,41
696,2869000,28690,28690,286,4098,40
697,2935000,29350,29350,293,4192,41
698,2874000,28740,28740,287,4105,41
699,2887000,28870,28870,288,4124,41
700,2945000,29450,29450,294,4207,42
701,2832000,28320,28320,283,4045,40
702,2913000,29130,29130,291,4161,41
703,2893000,28930,28930,289,4132,41
704,2883000,28830,28830,288,4118,41
705,3055000,30550,30550,305,4364,43
706,2977000,29770,29770,297,4252,42
707,2891000,28910,28910,289,4130,41
708,2927000,29270,29270,292,4181,41
709,2868000,28680,28680,286,4097,40
710,2903000,29030,29030,290,4147,41
711,2880000,28800,28800,288,4114,41
712,2888000,28880,28880,288,4125,41
713,2916000,29160,29160,291,4165,41
714,3116000,31160,31160,311,4451,44
715,2906000,29060,29060,290,4151,41
716,3019000,30190,30190,301,4312,43
717,2900000,29000,29000,290,4142,41
718,2968000,29680,29680,296,4240,42
719,2877000,28770,28770,287,4110,41
