# Iterations: 2000
# Rows      : 100
# Cols      : 55
# Levels    : 7
# Ntrees    : 100
# Ntrees internal   : 700
iter,total_time,time_per_row,time_per_tree,time_per_row_tree,time_per_inter_tree,time_per_row_inter_tree
55,24089000,240890,240890,2408,34412,344
56,24248000,242480,242480,2424,34640,346
57,24372000,243720,243720,2437,34817,348
58,24117000,241170,241170,2411,34452,344
59,24192000,241920,241920,2419,34560,345
60,24000000,240000,240000,2400,34285,342
61,23923000,239230,239230,2392,34175,341
62,24007000,240070,240070,2400,34295,342
63,23906000,239060,239060,2390,34151,341
64,31903000,319030,319030,3190,45575,455
65,27486000,274860,274860,2748,39265,392
66,24200000,242000,242000,2420,34571,345
67,24321000,243210,243210,2432,34744,347
68,24625000,246250,246250,2462,35178,351
69,24352000,243520,243520,2435,34788,347
70,23708000,237080,237080,2370,33868,338
71,24366000,243660,243660,2436,34808,348
72,24702000,247020,247020,2470,35288,352
73,24220000,242200,242200,2422,34600,346
74,24254000,242540,242540,2425,34648,346
75,23464000,234640,234640,2346,33520,335
76,24376000,243760,243760,2437,34822,348
77,24969000,249690,249690,2496,35670,356
78,24272000,242720,242720,2427,34674,346
79,24163000,241630,241630,2416,34518,345
80,23688000,236880,236880,2368,33840,338
81,24282000,242820,242820,2428,34688,346
82,24102000,241020,241020,2410,34431,344
83,24232000,242320,242320,2423,34617,346
84,27610000,276100,276100,2761,39442,394
85,23844000,238440,238440,2384,34062,340
86,24467000,244670,244670,2446,34952,349
87,23812000,238120,238120,2381,34017,340
88,28034000,280340,280340,2803,40048,400
89,28552000,285520,285520,2855,40788,407
90,24034000,240340,240340,2403,34334,343
91,24202000,242020,242020,2420,34574,345
92,24136000,241360,241360,2413,34480,344
93,23912000,239120,239120,2391,34160,341
94,23643000,236430,236430,2364,33775,337
95,23456000,234560,234560,2345,33508,335
96,24537000,245370,245370,2453,35052,350
97,24649000,246490,246490,2464,35212,352
98,23930000,239300,239300,2393,34185,341
99,24847000,248470,248470,2484,35495,354
100,28285000,282850,282850,2828,40407,404
101,29528000,295280,295280,2952,42182,421
102,31211000,312110,312110,3121,44587,445
103,31957000,319570,319570,3195,45652,456
104,64209000,642090,642090,6420,91727,917
105,55002000,550020,550020,5500,78574,785
106,56900000,569000,569000,5690,81285,812
107,51612000,516120,516120,5161,73731,737
108,44123000,441230,441230,4412,63032,630
109,39579000,395790,395790,3957,56541,565
110,41056000,410560,410560,4105,58651,586
111,43372000,433720,433720,4337,61960,619
112,39750000,397500,397500,3975,56785,567
113,36581000,365810,365810,3658,52258,522
114,37515000,375150,375150,3751,53592,535
115,40856000,408560,408560,4085,58365,583
116,34868000,348680,348680,3486,49811,498
117,31844000,318440,318440,3184,45491,454
118,37094000,370940,370940,3709,52991,529
119,35213000,352130,352130,3521,50304,503
120,33612000,336120,336120,3361,48017,480
121,29912000,299120,299120,2991,42731,427
122,28297000,282970,282970,2829,40424,404
123,31849000,318490,318490,3184,45498,454
124,33693000,336930,336930,3369,48132,481
125,31254000,312540,312540,3125,44648,446
126,31241000,312410,312410,3124,44630,446
127,28665000,286650,286650,2866,40950,409
128,29517000,295170,295170,2951,42167,421
129,27545000,275450,275450,2754,39350,393
130,40160000,401600,401600,4016,57371,573
131,29313000,293130,293130,2931,41875,418
132,29048000,290480,290480,2904,41497,414
133,27630000,276300,276300,2763,39471,394
134,39273000,392730,392730,3927,56104,561
135,30217000,302170,302170,3021,43167,431
136,32214000,322140,322140,3221,46020,460
137,27771000,277710,277710,2777,39672,396
138,33360000,333600,333600,3336,47657,476
139,28217000,282170,282170,2821,40310,403
140,27162000,271620,271620,2716,38802,388
141,32609000,326090,326090,3260,46584,465
142,31904000,319040,319040,3190,45577,455
143,30585000,305850,305850,3058,43692,436
144,29517000,295170,295170,2951,42167,421
145,27230000,272300,272300,2723,38900,389
146,27630000,276300,276300,2763,39471,394
147,29801000,298010,298010,2980,42572,425
148,28211000,282110,282110,2821,40301,403
149,27454000,274540,274540,2745,39220,392
150,29282000,292820,292820,2928,41831,418
151,35668000,356680,356680,3566,50954,509
152,27555000,275550,275550,2755,39364,393
153,28488000,284880,284880,2848,40697,406
154,29116000,291160,291160,2911,41594,415
155,25324000,253240,253240,2532,36177,361
156,30043000,300430,300430,3004,42918,429
157,28153000,281530,281530,2815,40218,402
158,28385000,283850,283850,2838,40550,405
159,31169000,311690,311690,3116,44527,445
160,29476000,294760,294760,2947,42108,421
161,26703000,267030,267030,2670,38147,381
162,28212000,282120,282120,2821,40302,403
163,37740000,377400,377400,3774,53914,539
164,26082000,260820,260820,2608,37260,372
165,31045000,310450,310450,3104,44350,443
166,26496000,264960,264960,2649,37851,378
167,26722000,267220,267220,2672,38174,381
168,26582000,265820,265820,2658,37974,379
169,25186000,251860,251860,2518,35980,359
170,28331000,283310,283310,2833,40472,404
171,25932000,259320,259320,2593,37045,370
172,28781000,287810,287810,2878,41115,411
173,28321000,283210,283210,2832,40458,404
174,25935000,259350,259350,2593,37050,370
175,26296000,262960,262960,2629,37565,375
176,31515000,315150,315150,3151,45021,450
177,27737000,277370,277370,2773,39624,396
178,27313000,273130,273130,2731,39018,390
179,27763000,277630,277630,2776,39661,396
180,27936000,279360,279360,2793,39908,399
181,29073000,290730,290730,2907,41532,415
182,24606000,246060,246060,2460,35151,351
183,27124000,271240,271240,2712,38748,387
184,31217000,312170,312170,3121,44595,445
185,26070000,260700,260700,2607,37242,372
186,23992000,239920,239920,2399,34274,342
187,32063000,320630,320630,3206,45804,458
188,28721000,287210,287210,2872,41030,410
189,27076000,270760,270760,2707,38680,386
190,25351000,253510,253510,2535,36215,362
191,27810000,278100,278100,2781,39728,397
192,27440000,274400,274400,2744,39200,392
193,27135000,271350,271350,2713,38764,387
194,27784000,277840,277840,2778,39691,396
195,26839000,268390,268390,2683,38341,383
196,24461000,244610,244610,2446,34944,349
197,25013000,250130,250130,2501,35732,357
198,27116000,271160,271160,2711,38737,387
199,36142000,361420,361420,3614,51631,516
200,49849000,498490,498490,4984,71212,712
201,42250000,422500,422500,4225,60357,603
202,45286000,452860,452860,4528,64694,646
203,45923000,459230,459230,4592,65604,656
204,45210000,452100,452100,4521,64585,645
205,34142000,341420,341420,3414,48774,487
206,33135000,331350,331350,3313,47335,473
207,34023000,340230,340230,3402,48604,486
208,32213000,322130,322130,3221,46018,460
209,27883000,278830,278830,2788,39832,398
210,33863000,338630,338630,3386,48375,483
211,32476000,324760,324760,3247,46394,463
212,36006000,360060,360060,3600,51437,514
213,33477000,334770,334770,3347,47824,478
214,29577000,295770,295770,2957,42252,422
215,35167000,351670,351670,3516,50238,502
216,34097000,340970,340970,3409,48710,487
217,27309000,273090,273090,2730,39012,390
218,23715000,237150,237150,2371,33878,338
219,25076000,250760,250760,2507,35822,358
220,28287000,282870,282870,2828,40410,404
221,26796000,267960,267960,2679,38280,382
222,25488000,254880,254880,2548,36411,364
223,23742000,237420,237420,2374,33917,339
224,29590000,295900,295900,2959,42271,422
225,24735000,247350,247350,2473,35335,353
226,25076000,250760,250760,2507,35822,358
227,26638000,266380,266380,2663,38054,380
228,24152000,241520,241520,2415,34502,345
229,22647000,226470,226470,2264,32352,323
230,31355000,313550,313550,3135,44792,447
231,30231000,302310,302310,3023,43187,431
232,31390000,313900,313900,3139,44842,448
233,25306000,253060,253060,2530,36151,361
234,24036000,240360,240360,2403,34337,343
235,23977000,239770,239770,2397,34252,342
236,23055000,230550,230550,2305,32935,329
237,24229000,242290,242290,2422,34612,346
238,25323000,253230,253230,2532,36175,361
239,24004000,240040,240040,2400,34291,342
240,25406000,254060,254060,2540,36294,362
241,21563000,215630,215630,2156,30804,308
242,21937000,219370,219370,2193,31338,313
243,24627000,246270,246270,2462,35181,351
244,26992000,269920,269920,2699,38560,385
245,25711000,257110,257110,2571,36730,367
246,23572000,235720,235720,2357,33674,336
247,21955000,219550,219550,2195,31364,313
248,23958000,239580,239580,2395,34225,342
249,21129000,211290,211290,2112,30184,301
250,23275000,232750,232750,2327,33250,332
251,23590000,235900,235900,2359,33700,337
252,28317000,283170,283170,2831,40452,404
253,23394000,233940,233940,2339,33420,334
254,25526000,255260,255260,2552,36465,364
255,23088000,230880,230880,2308,32982,329
256,21171000,211710,211710,2117,30244,302
257,23560000,235600,235600,2356,33657,336
258,21439000,214390,214390,2143,30627,306
259,23133000,231330,231330,2313,33047,330
260,21344000,213440,213440,2134,30491,304
261,21829000,218290,218290,2182,31184,311
262,21879000,218790,218790,2187,31255,312
263,20956000,209560,209560,2095,29937,299
264,22525000,225250,225250,2252,32178,321
265,23322000,233220,233220,2332,33317,333
266,23426000,234260,234260,2342,33465,334
267,20670000,206700,206700,2067,29528,295
268,20526000,205260,205260,2052,29322,293
269,20494000,204940,204940,2049,29277,292
270,20708000,207080,207080,2070,29582,295
271,20523000,205230,205230,2052,29318,293
272,23911000,239110,239110,2391,34158,341
273,31081000,310810,310810,3108,44401,444
274,22209000,222090,222090,2220,31727,317
275,27789000,277890,277890,2778,39698,396
276,27809000,278090,278090,2780,39727,397
277,26097000,260970,260970,2609,37281,372
278,22731000,227310,227310,2273,32472,324
279,22425000,224250,224250,2242,32035,320
280,22942000,229420,229420,2294,32774,327
281,24508000,245080,245080,2450,35011,350
282,22408000,224080,224080,2240,32011,320
283,21704000,217040,217040,2170,31005,310
284,21200000,212000,212000,2120,30285,302
285,21490000,214900,214900,2149,30700,307
286,21475000,214750,214750,2147,30678,306
287,20600000,206000,206000,2060,29428,294
288,22704000,227040,227040,2270,32434,324
289,20550000,205500,205500,2055,29357,293
290,21414000,214140,214140,2141,30591,305
291,21062000,210620,210620,2106,30088,300
292,20593000,205930,205930,2059,29418,294
293,19889000,198890,198890,1988,28412,284
294,19928000,199280,199280,1992,28468,284
295,19841000,198410,198410,1984,28344,283
296,19018000,190180,190180,1901,27168,271
297,22292000,222920,222920,2229,31845,318
298,21386000,213860,213860,2138,30551,305
299,22992000,229920,229920,2299,32845,328
300,19691000,196910,196910,1969,28130,281
301,20231000,202310,202310,2023,28901,289
302,18765000,187650,187650,1876,26807,268
303,22088000,220880,220880,2208,31554,315
304,24494000,244940,244940,2449,34991,349
305,21136000,211360,211360,2113,30194,301
306,22821000,228210,228210,2282,32601,326
307,21942000,219420,219420,2194,31345,313
308,21246000,212460,212460,2124,30351,303
309,22416000,224160,224160,2241,32022,320
310,18788000,187880,187880,1878,26840,268
311,19235000,192350,192350,1923,27478,274
312,17079000,170790,170790,1707,24398,243
313,15676000,156760,156760,1567,22394,223
314,15547000,155470,155470,1554,22210,222
315,15934000,159340,159340,1593,22762,227
316,15524000,155240,155240,1552,22177,221
317,17975000,179750,179750,1797,25678,256
318,15895000,158950,158950,1589,22707,227
319,15789000,157890,157890,1578,22555,225
320,23697000,236970,236970,2369,33852,338
321,20589000,205890,205890,2058,29412,294
322,24947000,249470,249470,2494,35638,356
323,22828000,228280,228280,2282,32611,326
324,23007000,230070,230070,2300,32867,328
325,22925000,229250,229250,2292,32750,327
326,22192000,221920,221920,2219,31702,317
327,20070000,200700,200700,2007,28671,286
328,27836000,278360,278360,2783,39765,397
329,25879000,258790,258790,2587,36970,369
330,27048000,270480,270480,2704,38640,386
331,22899000,228990,228990,2289,32712,327
332,23678000,236780,236780,2367,33825,338
333,19039000,190390,190390,1903,27198,271
334,21171000,211710,211710,2117,30244,302
335,20268000,202680,202680,2026,28954,289
336,18303000,183030,183030,1830,26147,261
337,18550000,185500,185500,1855,26500,265
338,17750000,177500,177500,1775,25357,253
339,19766000,197660,197660,1976,28237,282
340,17645000,176450,176450,1764,25207,252
341,18873000,188730,188730,1887,26961,269
342,19742000,197420,197420,1974,28202,282
343,18826000,188260,188260,1882,26894,268
344,18496000,184960,184960,1849,26422,264
345,16178000,161780,161780,1617,23111,231
346,15803000,158030,158030,1580,22575,225
347,15382000,153820,153820,1538,21974,219
348,15669000,156690,156690,1566,22384,223
349,16531000,165310,165310,1653,23615,236
350,15706000,157060,157060,1570,22437,224
351,15987000,159870,159870,1598,22838,228
352,15642000,156420,156420,1564,22345,223
353,16095000,160950,160950,1609,22992,229
354,15603000,156030,156030,1560,22290,222
355,15566000,155660,155660,1556,22237,222
356,15366000,153660,153660,1536,21951,219
357,16038000,160380,160380,1603,22911,229
358,15531000,155310,155310,1553,22187,221
359,15520000,155200,155200,1552,22171,221
360,15312000,153120,153120,1531,21874,218
361,15717000,157170,157170,1571,22452,224
362,15605000,156050,156050,1560,22292,222
363,15902000,159020,159020,1590,22717,227
364,16898000,168980,168980,1689,24140,241
365,16886000,168860,168860,1688,24122,241
366,15748000,157480,157480,1574,22497,224
367,18282000,182820,182820,1828,26117,261
368,15766000,157660,157660,1576,22522,225
369,15302000,153020,153020,1530,21860,218
370,16372000,163720,163720,1637,23388,233
371,15798000,157980,157980,1579,22568,225
372,15819000,158190,158190,1581,22598,225
373,15428000,154280,154280,1542,22040,220
374,23519000,235190,235190,2351,33598,335
375,16307000,163070,163070,1630,23295,232
376,15611000,156110,156110,1561,22301,223
377,15497000,154970,154970,1549,22138,221
378,15641000,156410,156410,1564,22344,223
379,15827000,158270,158270,1582,22610,226
380,15289000,152890,152890,1528,21841,218
381,15899000,158990,158990,1589,22712,227
382,15780000,157800,157800,1578,22542,225
383,16065000,160650,160650,1606,22950,229
384,15665000,156650,156650,1566,22378,223
385,15827000,158270,158270,1582,22610,226
386,15573000,155730,155730,1557,22247,222
387,15446000,154460,154460,1544,22065,220
388,18803000,188030,188030,1880,26861,268
389,16225000,162250,162250,1622,23178,231
390,15219000,152190,152190,1521,21741,217
391,15786000,157860,157860,1578,22551,225
392,16622000,166220,166220,1662,23745,237
393,16435000,164350,164350,1643,23478,234
394,16562000,165620,165620,1656,23660,236
395,17961000,179610,179610,1796,25658,256
396,16259000,162590,162590,1625,23227,232
397,16409000,164090,164090,1640,23441,234
398,18778000,187780,187780,1877,26825,268
399,16261000,162610,162610,1626,23230,232
400,15299000,152990,152990,1529,21855,218
401,15755000,157550,157550,1575,22507,225
402,15348000,153480,153480,1534,21925,219
403,15130000,151300,151300,1513,21614,216
404,16013000,160130,160130,1601,22875,228
405,15510000,155100,155100,1551,22157,221
406,16215000,162150,162150,1621,23164,231
407,15844000,158440,158440,1584,22634,226
408,15324000,153240,153240,1532,21891,218
409,15716000,157160,157160,1571,22451,224
410,16499000,164990,164990,1649,23570,235
411,15561000,155610,155610,1556,22230,222
412,15653000,156530,156530,1565,22361,223
413,15280000,152800,152800,1528,21828,218
414,15426000,154260,154260,1542,22037,220
415,15477000,154770,154770,1547,22110,221
416,15300000,153000,153000,1530,21857,218
417,15852000,158520,158520,1585,22645,226
418,15242000,152420,152420,1524,21774,217
419,15154000,151540,151540,1515,21648,216
420,15468000,154680,154680,1546,22097,220
421,14901000,149010,149010,1490,21287,212
422,15375000,153750,153750,1537,21964,219
423,15783000,157830,157830,1578,22547,225
424,16256000,162560,162560,1625,23222,232
425,15820000,158200,158200,1582,22600,226
426,15961000,159610,159610,1596,22801,228
427,16146000,161460,161460,1614,23065,230
428,15917000,159170,159170,1591,22738,227
429,15443000,154430,154430,1544,22061,220
430,15898000,158980,158980,1589,22711,227
431,15527000,155270,155270,1552,22181,221
432,15618000,156180,156180,1561,22311,223
433,18784000,187840,187840,1878,26834,268
434,16872000,168720,168720,1687,24102,241
435,15771000,157710,157710,1577,22530,225
436,22592000,225920,225920,2259,32274,322
437,17169000,171690,171690,1716,24527,245
438,15797000,157970,157970,1579,22567,225
439,15769000,157690,157690,1576,22527,225
440,15550000,155500,155500,1555,22214,222
441,15667000,156670,156670,1566,22381,223
442,16552000,165520,165520,1655,23645,236
443,15566000,155660,155660,1556,22237,222
444,15411000,154110,154110,1541,22015,220
445,15606000,156060,156060,1560,22294,222
446,15604000,156040,156040,1560,22291,222
447,15441000,154410,154410,1544,22058,220
448,15921000,159210,159210,1592,22744,227
449,15693000,156930,156930,1569,22418,224
450,15329000,153290,153290,1532,21898,218
451,15592000,155920,155920,1559,22274,222
452,15475000,154750,154750,1547,22107,221
453,15539000,155390,155390,1553,22198,221
454,15347000,153470,153470,1534,21924,219
455,15333000,153330,153330,1533,21904,219
456,18136000,181360,181360,1813,25908,259
457,16096000,160960,160960,1609,22994,229
458,15803000,158030,158030,1580,22575,225
459,15366000,153660,153660,1536,21951,219
460,15248000,152480,152480,1524,21782,217
461,15312000,153120,153120,1531,21874,218
462,15270000,152700,152700,1527,21814,218
463,15285000,152850,152850,1528,21835,218
464,15843000,158430,158430,1584,22632,226
465,15358000,153580,153580,1535,21940,219
466,14972000,149720,149720,1497,21388,213
467,15724000,157240,157240,1572,22462,224
468,15509000,155090,155090,1550,22155,221
469,15760000,157600,157600,1576,22514,225
470,15551000,155510,155510,1555,22215,222
471,16631000,166310,166310,1663,23758,237
472,15709000,157090,157090,1570,22441,224
473,15884000,158840,158840,1588,22691,226
474,15733000,157330,157330,1573,22475,224
475,15937000,159370,159370,1593,22767,227
476,15460000,154600,154600,1546,22085,220
477,15717000,157170,157170,1571,22452,224
478,15522000,155220,155220,1552,22174,221
479,15531000,155310,155310,1553,22187,221
480,15680000,156800,156800,1568,22400,224
481,15560000,155600,155600,1556,22228,222
482,15295000,152950,152950,1529,21850,218
483,15482000,154820,154820,1548,22117,221
484,15762000,157620,157620,1576,22517,225
485,15554000,155540,155540,1555,22220,222
486,15484000,154840,154840,1548,22120,221
487,15677000,156770,156770,1567,22395,223
488,16686000,166860,166860,1668,23837,238
489,16152000,161520,161520,1615,23074,230
490,15657000,156570,156570,1565,22367,223
491,15443000,154430,154430,1544,22061,220
492,15443000,154430,154430,1544,22061,220
493,15792000,157920,157920,1579,22560,225
494,15295000,152950,152950,1529,21850,218
495,15358000,153580,153580,1535,21940,219
496,15510000,155100,155100,1551,22157,221
497,15590000,155900,155900,1559,22271,222
498,15274000,152740,152740,1527,21820,218
499,24302000,243020,243020,2430,34717,347
500,19628000,196280,196280,1962,28040,280
501,22783000,227830,227830,2278,32547,325
502,22783000,227830,227830,2278,32547,325
503,20835000,208350,208350,2083,29764,297
504,18348000,183480,183480,1834,26211,262
505,24841000,248410,248410,2484,35487,354
506,25528000,255280,255280,2552,36468,364
507,26040000,260400,260400,2604,37200,372
508,27139000,271390,271390,2713,38770,387
509,28371000,283710,283710,2837,40530,405
510,21152000,211520,211520,2115,30217,302
511,19755000,197550,197550,1975,28221,282
512,17243000,172430,172430,1724,24632,246
513,17728000,177280,177280,1772,25325,253
514,17822000,178220,178220,1782,25460,254
515,20261000,202610,202610,2026,28944,289
516,19539000,195390,195390,1953,27912,279
517,17358000,173580,173580,1735,24797,247
518,17900000,179000,179000,1790,25571,255
519,20003000,200030,200030,2000,28575,285
520,17657000,176570,176570,1765,25224,252
521,18944000,189440,189440,1894,27062,270
522,17400000,174000,174000,1740,24857,248
523,17522000,175220,175220,1752,25031,250
524,17326000,173260,173260,1732,24751,247
525,16230000,162300,162300,1623,23185,231
526,15582000,155820,155820,1558,22260,222
527,15961000,159610,159610,1596,22801,228
528,15733000,157330,157330,1573,22475,224
529,16068000,160680,160680,1606,22954,229
530,15587000,155870,155870,1558,22267,222
531,15424000,154240,154240,1542,22034,220
532,15739000,157390,157390,1573,22484,224
533,15683000,156830,156830,1568,22404,224
534,15698000,156980,156980,1569,22425,224
535,15982000,159820,159820,1598,22831,228
536,15397000,153970,153970,1539,21995,219
537,15541000,155410,155410,1554,22201,222
538,15889000,158890,158890,1588,22698,226
539,16088000,160880,160880,1608,22982,229
540,15636000,156360,156360,1563,22337,223
541,15519000,155190,155190,1551,22170,221
542,15824000,158240,158240,1582,22605,226
543,17599000,175990,175990,1759,25141,251
544,17378000,173780,173780,1737,24825,248
545,16265000,162650,162650,1626,23235,232
546,15685000,156850,156850,1568,22407,224
547,15098000,150980,150980,1509,21568,215
548,15633000,156330,156330,1563,22332,223
549,15386000,153860,153860,1538,21980,219
550,15608000,156080,156080,1560,22297,222
551,15933000,159330,159330,1593,22761,227
552,15571000,155710,155710,1557,22244,222
553,19411000,194110,194110,1941,27730,277
554,25677000,256770,256770,2567,36681,366
555,16200000,162000,162000,1620,23142,231
556,16153000,161530,161530,1615,23075,230
557,15868000,158680,158680,1586,22668,226
558,15980000,159800,159800,1598,22828,228
559,15260000,152600,152600,1526,21800,218
560,15646000,156460,156460,1564,22351,223
561,15513000,155130,155130,1551,22161,221
562,15493000,154930,154930,1549,22132,221
563,15896000,158960,158960,1589,22708,227
564,15536000,155360,155360,1553,22194,221
565,15692000,156920,156920,1569,22417,224
566,15735000,157350,157350,1573,22478,224
567,15114000,151140,151140,1511,21591,215
568,15476000,154760,154760,1547,22108,221
569,15480000,154800,154800,1548,22114,221
570,15566000,155660,155660,1556,22237,222
571,16047000,160470,160470,1604,22924,229
572,15515000,155150,155150,1551,22164,221
573,15399000,153990,153990,1539,21998,219
574,15805000,158050,158050,1580,22578,225
575,15625000,156250,156250,1562,22321,223
576,16635000,166350,166350,1663,23764,237
577,16228000,162280,162280,1622,23182,231
578,15424000,154240,154240,1542,22034,220
579,15875000,158750,158750,1587,22678,226
580,15331000,153310,153310,1533,21901,219
581,15364000,153640,153640,1536,21948,219
582,15417000,154170,154170,1541,22024,220
583,15283000,152830,152830,1528,21832,218
584,15408000,154080,154080,1540,22011,220
585,15665000,156650,156650,1566,22378,223
586,15347000,153470,153470,1534,21924,219
587,15572000,155720,155720,1557,22245,222
588,15615000,156150,156150,1561,22307,223
589,15283000,152830,152830,1528,21832,218
590,16445000,164450,164450,1644,23492,234
591,17391000,173910,173910,1739,24844,248
592,15963000,159630,159630,1596,22804,228
593,15764000,157640,157640,1576,22520,225
594,15423000,154230,154230,1542,22032,220
595,15829000,158290,158290,1582,22612,226
596,15304000,153040,153040,1530,21862,218
597,15880000,158800,158800,1588,22685,226
598,16467000,164670,164670,1646,23524,235
599,15602000,156020,156020,1560,22288,222
600,15561000,155610,155610,1556,22230,222
601,15206000,152060,152060,1520,21722,217
602,18095000,180950,180950,1809,25850,258
603,15898000,158980,158980,1589,22711,227
604,15475000,154750,154750,1547,22107,221
605,15668000,156680,156680,1566,22382,223
606,15436000,154360,154360,1543,22051,220
607,16038000,160380,160380,1603,22911,229
608,16634000,166340,166340,1663,23762,237
609,16282000,162820,162820,1628,23260,232
610,16930000,169300,169300,1693,24185,241
611,15848000,158480,158480,1584,22640,226
612,15451000,154510,154510,1545,22072,220
613,15748000,157480,157480,1574,22497,224
614,15555000,155550,155550,1555,22221,222
615,15167000,151670,151670,1516,21667,216
616,24013000,240130,240130,2401,34304,343
617,18059000,180590,180590,1805,25798,257
618,17622000,176220,176220,1762,25174,251
619,16555000,165550,165550,1655,23650,236
620,15833000,158330,158330,1583,22618,226
621,15348000,153480,153480,1534,21925,219
622,15198000,151980,151980,1519,21711,217
623,15853000,158530,158530,1585,22647,226
624,15325000,153250,153250,1532,21892,218
625,15293000,152930,152930,1529,21847,218
626,15744000,157440,157440,1574,22491,224
627,15919000,159190,159190,1591,22741,227
628,16236000,162360,162360,1623,23194,231
629,15441000,154410,154410,1544,22058,220
630,15244000,152440,152440,1524,21777,217
631,15623000,156230,156230,1562,22318,223
632,15432000,154320,154320,1543,22045,220
633,15674000,156740,156740,1567,22391,223
634,15481000,154810,154810,1548,22115,221
635,15165000,151650,151650,1516,21664,216
636,15579000,155790,155790,1557,22255,222
637,15435000,154350,154350,1543,22050,220
638,15136000,151360,151360,1513,21622,216
639,15971000,159710,159710,1597,22815,228
640,15073000,150730,150730,1507,21532,215
641,15515000,155150,155150,1551,22164,221
642,15447000,154470,154470,1544,22067,220
643,15082000,150820,150820,1508,21545,215
644,15472000,154720,154720,1547,22102,221
645,15083000,150830,150830,1508,21547,215
646,15197000,151970,151970,1519,21710,217
647,15691000,156910,156910,1569,22415,224
648,15620000,156200,156200,1562,22314,223
649,16815000,168150,168150,1681,24021,240
650,15816000,158160,158160,1581,22594,225
651,15322000,153220,153220,1532,21888,218
652,15859000,158590,158590,1585,22655,226
653,15870000,158700,158700,1587,22671,226
654,16123000,161230,161230,1612,23032,230
655,15719000,157190,157190,1571,22455,224
656,15834000,158340,158340,1583,22620,226
657,15657000,156570,156570,1565,22367,223
658,15453000,154530,154530,1545,22075,220
659,15631000,156310,156310,1563,22330,223
660,16171000,161710,161710,1617,23101,231
661,15234000,152340,152340,1523,21762,217
662,15437000,154370,154370,1543,22052,220
663,15356000,153560,153560,1535,21937,219
664,15037000,150370,150370,1503,21481,214
665,15355000,153550,153550,1535,21935,219
666,15530000,155300,155300,1553,22185,221
667,15776000,157760,157760,1577,22537,225
668,17768000,177680,177680,1776,25382,253
669,17156000,171560,171560,1715,24508,245
670,15512000,155120,155120,1551,22160,221
671,15758000,157580,157580,1575,22511,225
672,16319000,163190,163190,1631,23312,233
673,18014000,180140,180140,1801,25734,257
674,15656000,156560,156560,1565,22365,223
675,15531000,155310,155310,1553,22187,221
676,15650000,156500,156500,1565,22357,223
677,15322000,153220,153220,1532,21888,218
678,15447000,154470,154470,1544,22067,220
679,26511000,265110,265110,2651,37872,378
680,18162000,181620,181620,1816,25945,259
681,25603000,256030,256030,2560,36575,365
682,17371000,173710,173710,1737,24815,248
683,22519000,225190,225190,2251,32170,321
684,22424000,224240,224240,2242,32034,320
685,19012000,190120,190120,1901,27160,271
686,20768000,207680,207680,2076,29668,296
687,26094000,260940,260940,2609,37277,372
688,24468000,244680,244680,2446,34954,349
689,23438000,234380,234380,2343,33482,334
