# Iterations: 2000
# Rows      : 100
# Cols      : 55
# Levels    : 7
# Ntrees    : 50
# Ntrees internal   : 350
iter,total_time,time_per_row,time_per_tree,time_per_row_tree,time_per_inter_tree,time_per_row_inter_tree
82,11198000,111980,223960,2239,31994,319
83,10896000,108960,217920,2179,31131,311
84,10968000,109680,219360,2193,31337,313
85,11101000,111010,222020,2220,31717,317
86,11040000,110400,220800,2208,31542,315
87,17592000,175920,351840,3518,50262,502
88,12987000,129870,259740,2597,37105,371
89,16887000,168870,337740,3377,48248,482
90,13515000,135150,270300,2703,38614,386
91,14433000,144330,288660,2886,41237,412
92,16694000,166940,333880,3338,47697,476
93,13708000,137080,274160,2741,39165,391
94,20013000,200130,400260,4002,57180,571
95,15690000,156900,313800,3138,44828,448
96,14396000,143960,287920,2879,41131,411
97,16416000,164160,328320,3283,46902,469
98,18535000,185350,370700,3707,52957,529
99,18193000,181930,363860,3638,51980,519
100,18513000,185130,370260,3702,52894,528
101,18895000,188950,377900,3779,53985,539
102,20352000,203520,407040,4070,58148,581
103,18340000,183400,366800,3668,52400,524
104,16328000,163280,326560,3265,46651,466
105,17354000,173540,347080,3470,49582,495
106,16797000,167970,335940,3359,47991,479
107,16143000,161430,322860,3228,46122,461
108,15494000,154940,309880,3098,44268,442
109,17091000,170910,341820,3418,48831,488
110,16197000,161970,323940,3239,46277,462
111,17209000,172090,344180,3441,49168,491
112,17399000,173990,347980,3479,49711,497
113,16485000,164850,329700,3297,47100,471
114,14524000,145240,290480,2904,41497,414
115,15377000,153770,307540,3075,43934,439
116,15948000,159480,318960,3189,45565,455
117,15469000,154690,309380,3093,44197,441
118,14944000,149440,298880,2988,42697,426
119,15480000,154800,309600,3096,44228,442
120,16872000,168720,337440,3374,48205,482
121,15689000,156890,313780,3137,44825,448
122,14192000,141920,283840,2838,40548,405
123,12645000,126450,252900,2529,36128,361
124,13951000,139510,279020,2790,39860,398
125,14004000,140040,280080,2800,40011,400
126,12302000,123020,246040,2460,35148,351
127,12093000,120930,241860,2418,34551,345
128,14185000,141850,283700,2837,40528,405
129,11897000,118970,237940,2379,33991,339
130,13041000,130410,260820,2608,37260,372
131,11801000,118010,236020,2360,33717,337
132,11988000,119880,239760,2397,34251,342
133,13194000,131940,263880,2638,37697,376
134,13663000,136630,273260,2732,39037,390
135,12729000,127290,254580,2545,36368,363
136,12713000,127130,254260,2542,36322,363
137,15639000,156390,312780,3127,44682,446
138,15495000,154950,309900,3099,44271,442
139,11959000,119590,239180,2391,34168,341
140,14728000,147280,294560,2945,42080,420
141,13731000,137310,274620,2746,39231,392
142,13527000,135270,270540,2705,38648,386
143,14431000,144310,288620,2886,41231,412
144,11954000,119540,239080,2390,34154,341
145,12306000,123060,246120,2461,35160,351
146,12695000,126950,253900,2539,36271,362
147,12167000,121670,243340,2433,34762,347
148,12400000,124000,248000,2480,35428,354
149,13539000,135390,270780,2707,38682,386
150,13669000,136690,273380,2733,39054,390
151,12877000,128770,257540,2575,36791,367
152,11576000,115760,231520,2315,33074,330
153,14541000,145410,290820,2908,41545,415
154,15762000,157620,315240,3152,45034,450
155,13109000,131090,262180,2621,37454,374
156,11851000,118510,237020,2370,33860,338
157,14381000,143810,287620,2876,41088,410
158,11559000,115590,231180,2311,33025,330
159,14540000,145400,290800,2908,41542,415
160,11519000,115190,230380,2303,32911,329
161,11772000,117720,235440,2354,33634,336
162,11773000,117730,235460,2354,33637,336
163,14695000,146950,293900,2939,41985,419
164,11840000,118400,236800,2368,33828,338
165,11696000,116960,233920,2339,33417,334
166,11425000,114250,228500,2285,32642,326
167,11599000,115990,231980,2319,33140,331
168,11205000,112050,224100,2241,32014,320
169,11747000,117470,234940,2349,33562,335
170,13444000,134440,268880,2688,38411,384
171,12069000,120690,241380,2413,34482,344
172,11151000,111510,223020,2230,31860,318
173,11460000,114600,229200,2292,32742,327
174,11230000,112300,224600,2246,32085,320
175,11819000,118190,236380,2363,33768,337
176,14320000,143200,286400,2864,40914,409
177,12957000,129570,259140,2591,37020,370
178,12865000,128650,257300,2573,36757,367
179,11409000,114090,228180,2281,32597,325
180,11572000,115720,231440,2314,33062,330
181,10922000,109220,218440,2184,31205,312
182,13981000,139810,279620,2796,39945,399
183,11799000,117990,235980,2359,33711,337
184,10977000,109770,219540,2195,31362,313
185,11613000,116130,232260,2322,33180,331
186,11190000,111900,223800,2238,31971,319
187,13904000,139040,278080,2780,39725,397
188,11309000,113090,226180,2261,32311,323
189,12887000,128870,257740,2577,36820,368
190,12536000,125360,250720,2507,35817,358
191,11108000,111080,222160,2221,31737,317
192,13072000,130720,261440,2614,37348,373
193,13606000,136060,272120,2721,38874,388
194,11110000,111100,222200,2222,31742,317
195,10613000,106130,212260,2122,30322,303
196,11134000,111340,222680,2226,31811,318
197,10657000,106570,213140,2131,30448,304
198,11055000,110550,221100,2211,31585,315
199,11245000,112450,224900,2249,32128,321
200,10753000,107530,215060,2150,30722,307
201,11647000,116470,232940,2329,33277,332
202,11213000,112130,224260,2242,32037,320
203,13250000,132500,265000,2650,37857,378
204,13627000,136270,272540,2725,38934,389
205,11304000,113040,226080,2260,32297,322
206,10613000,106130,212260,2122,30322,303
207,10932000,109320,218640,2186,31234,312
208,10711000,107110,214220,2142,30602,306
209,10770000,107700,215400,2154,30771,307
210,12785000,127850,255700,2557,36528,365
211,13155000,131550,263100,2631,37585,375
212,11458000,114580,229160,2291,32737,327
213,13720000,137200,274400,2744,39200,392
214,12686000,126860,253720,2537,36245,362
215,10405000,104050,208100,2081,29728,297
216,11004000,110040,220080,2200,31440,314
217,10701000,107010,214020,2140,30574,305
218,13147000,131470,262940,2629,37562,375
219,14385000,143850,287700,2877,41100,411
220,11856000,118560,237120,2371,33874,338
221,14533000,145330,290660,2906,41522,415
222,13231000,132310,264620,2646,37802,378
223,10808000,108080,216160,2161,30880,308
224,10800000,108000,216000,2160,30857,308
225,10629000,106290,212580,2125,30368,303
226,10632000,106320,212640,2126,30377,303
227,12515000,125150,250300,2503,35757,357
228,10918000,109180,218360,2183,31194,311
229,10109000,101090,202180,2021,28882,288
230,9373000,93730,187460,1874,26780,267
231,9509000,95090,190180,1901,27168,271
232,9431000,94310,188620,1886,26945,269
233,9320000,93200,186400,1864,26628,266
234,9266000,92660,185320,1853,26474,264
235,9008000,90080,180160,1801,25737,257
236,9204000,92040,184080,1840,26297,262
237,9235000,92350,184700,1847,26385,263
238,15113000,151130,302260,3022,43180,431
239,10211000,102110,204220,2042,29174,291
240,9331000,93310,186620,1866,26660,266
241,9470000,94700,189400,1894,27057,270
242,9054000,90540,181080,1810,25868,258
243,9045000,90450,180900,1809,25842,258
244,9491000,94910,189820,1898,27117,271
245,9210000,92100,184200,1842,26314,263
246,9281000,92810,185620,1856,26517,265
247,8966000,89660,179320,1793,25617,256
248,8978000,89780,179560,1795,25651,256
249,9523000,95230,190460,1904,27208,272
250,9402000,94020,188040,1880,26862,268
251,9074000,90740,181480,1814,25925,259
252,9753000,97530,195060,1950,27865,278
253,9778000,97780,195560,1955,27937,279
254,9262000,92620,185240,1852,26462,264
255,9265000,92650,185300,1853,26471,264
256,9008000,90080,180160,1801,25737,257
257,9062000,90620,181240,1812,25891,258
258,9014000,90140,180280,1802,25754,257
259,9444000,94440,188880,1888,26982,269
260,9194000,91940,183880,1838,26268,262
261,9062000,90620,181240,1812,25891,258
262,9094000,90940,181880,1818,25982,259
263,9274000,92740,185480,1854,26497,264
264,9090000,90900,181800,1818,25971,259
265,9031000,90310,180620,1806,25802,258
266,9630000,96300,192600,1926,27514,275
267,9414000,94140,188280,1882,26897,268
268,9260000,92600,185200,1852,26457,264
269,8907000,89070,178140,1781,25448,254
270,8915000,89150,178300,1783,25471,254
271,9456000,94560,189120,1891,27017,270
272,9459000,94590,189180,1891,27025,270
273,9376000,93760,187520,1875,26788,267
274,9187000,91870,183740,1837,26248,262
275,8965000,89650,179300,1793,25614,256
276,9250000,92500,185000,1850,26428,264
277,9338000,93380,186760,1867,26680,266
278,9650000,96500,193000,1930,27571,275
279,9948000,99480,198960,1989,28422,284
280,9277000,92770,185540,1855,26505,265
281,9210000,92100,184200,1842,26314,263
282,9542000,95420,190840,1908,27262,272
283,9052000,90520,181040,1810,25862,258
284,9054000,90540,181080,1810,25868,258
285,9169000,91690,183380,1833,26197,261
286,9409000,94090,188180,1881,26882,268
287,9049000,90490,180980,1809,25854,258
288,9016000,90160,180320,1803,25760,257
289,8987000,89870,179740,1797,25677,256
290,9881000,98810,197620,1976,28231,282
291,9861000,98610,197220,1972,28174,281
292,9841000,98410,196820,1968,28117,281
293,9739000,97390,194780,1947,27825,278
294,9458000,94580,189160,1891,27022,270
295,9370000,93700,187400,1874,26771,267
296,9051000,90510,181020,1810,25860,258
297,9087000,90870,181740,1817,25962,259
298,9123000,91230,182460,1824,26065,260
299,9410000,94100,188200,1882,26885,268
300,9427000,94270,188540,1885,26934,269
301,9265000,92650,185300,1853,26471,264
302,9124000,91240,182480,1824,26068,260
303,9676000,96760,193520,1935,27645,276
304,9376000,93760,187520,1875,26788,267
305,9130000,91300,182600,1826,26085,260
306,9788000,97880,195760,1957,27965,279
307,9343000,93430,186860,1868,26694,266
308,9211000,92110,184220,1842,26317,263
309,9458000,94580,189160,1891,27022,270
310,8933000,89330,178660,1786,25522,255
311,9151000,91510,183020,1830,26145,261
312,9477000,94770,189540,1895,27077,270
313,9501000,95010,190020,1900,27145,271
314,9843000,98430,196860,1968,28122,281
315,9208000,92080,184160,1841,26308,263
316,9428000,94280,188560,1885,26937,269
317,9274000,92740,185480,1854,26497,264
318,9260000,92600,185200,1852,26457,264
319,9501000,95010,190020,1900,27145,271
320,9314000,93140,186280,1862,26611,266
321,10097000,100970,201940,2019,28848,288
322,9326000,93260,186520,1865,26645,266
323,9106000,91060,182120,1821,26017,260
324,8922000,89220,178440,1784,25491,254
325,9665000,96650,193300,1933,27614,276
326,9574000,95740,191480,1914,27354,273
327,9179000,91790,183580,1835,26225,262
328,9243000,92430,184860,1848,26408,264
329,9443000,94430,188860,1888,26980,269
330,9424000,94240,188480,1884,26925,269
331,9148000,91480,182960,1829,26137,261
332,9168000,91680,183360,1833,26194,261
333,9863000,98630,197260,1972,28180,281
334,9397000,93970,187940,1879,26848,268
335,9162000,91620,183240,1832,26177,261
336,9876000,98760,197520,1975,28217,282
337,9157000,91570,183140,1831,26162,261
338,9292000,92920,185840,1858,26548,265
339,9501000,95010,190020,1900,27145,271
340,8920000,89200,178400,1784,25485,254
341,9122000,91220,182440,1824,26062,260
342,9207000,92070,184140,1841,26305,263
343,9305000,93050,186100,1861,26585,265
344,16419000,164190,328380,3283,46911,469
345,12800000,128000,256000,2560,36571,365
346,13356000,133560,267120,2671,38160,381
347,14841000,148410,296820,2968,42402,424
348,12478000,124780,249560,2495,35651,356
349,13228000,132280,264560,2645,37794,377
350,10462000,104620,209240,2092,29891,298
351,11897000,118970,237940,2379,33991,339
352,13014000,130140,260280,2602,37182,371
353,12477000,124770,249540,2495,35648,356
354,10506000,105060,210120,2101,30017,300
355,12157000,121570,243140,2431,34734,347
356,13874000,138740,277480,2774,39640,396
357,11452000,114520,229040,2290,32720,327
358,12094000,120940,241880,2418,34554,345
359,10011000,100110,200220,2002,28602,286
360,10537000,105370,210740,2107,30105,301
361,11451000,114510,229020,2290,32717,327
362,11704000,117040,234080,2340,33440,334
363,9891000,98910,197820,1978,28260,282
364,12909000,129090,258180,2581,36882,368
365,10300000,103000,206000,2060,29428,294
366,10804000,108040,216080,2160,30868,308
367,12313000,123130,246260,2462,35180,351
368,9879000,98790,197580,1975,28225,282
369,10230000,102300,204600,2046,29228,292
370,9892000,98920,197840,1978,28262,282
371,11258000,112580,225160,2251,32165,321
372,11596000,115960,231920,2319,33131,331
373,11907000,119070,238140,2381,34020,340
374,13854000,138540,277080,2770,39582,395
375,14336000,143360,286720,2867,40960,409
376,10965000,109650,219300,2193,31328,313
377,10193000,101930,203860,2038,29122,291
378,11731000,117310,234620,2346,33517,335
379,9781000,97810,195620,1956,27945,279
380,10237000,102370,204740,2047,29248,292
381,10171000,101710,203420,2034,29060,290
382,11246000,112460,224920,2249,32131,321
383,11717000,117170,234340,2343,33477,334
384,11521000,115210,230420,2304,32917,329
385,12409000,124090,248180,2481,35454,354
386,10146000,101460,202920,2029,28988,289
387,10416000,104160,208320,2083,29760,297
388,10000000,100000,200000,2000,28571,285
389,10969000,109690,219380,2193,31340,313
390,10208000,102080,204160,2041,29165,291
391,9509000,95090,190180,1901,27168,271
392,9134000,91340,182680,1826,26097,260
393,9091000,90910,181820,1818,25974,259
394,9548000,95480,190960,1909,27280,272
395,9084000,90840,181680,1816,25954,259
396,8967000,89670,179340,1793,25620,256
397,9482000,94820,189640,1896,27091,270
398,9297000,92970,185940,1859,26562,265
399,9061000,90610,181220,1812,25888,258
400,10043000,100430,200860,2008,28694,286
401,9056000,90560,181120,1811,25874,258
402,8961000,89610,179220,1792,25602,256
403,9303000,93030,186060,1860,26580,265
404,8976000,89760,179520,1795,25645,256
405,9316000,93160,186320,1863,26617,266
406,10537000,105370,210740,2107,30105,301
407,9895000,98950,197900,1979,28271,282
408,9820000,98200,196400,1964,28057,280
409,9975000,99750,199500,1995,28500,285
410,9895000,98950,197900,1979,28271,282
411,9351000,93510,187020,1870,26717,267
412,9205000,92050,184100,1841,26300,263
413,9416000,94160,188320,1883,26902,269
414,8916000,89160,178320,1783,25474,254
415,8840000,88400,176800,1768,25257,252
416,9703000,97030,194060,1940,27722,277
417,9244000,92440,184880,1848,26411,264
418,9163000,91630,183260,1832,26180,261
419,9172000,91720,183440,1834,26205,262
420,9694000,96940,193880,1938,27697,276
421,12245000,122450,244900,2449,34985,349
422,9978000,99780,199560,1995,28508,285
423,9396000,93960,187920,1879,26845,268
424,9381000,93810,187620,1876,26802,268
425,9230000,92300,184600,1846,26371,263
426,9384000,93840,187680,1876,26811,268
427,8982000,89820,179640,1796,25662,256
428,8987000,89870,179740,1797,25677,256
429,10249000,102490,204980,2049,29282,292
430,9776000,97760,195520,1955,27931,279
431,9835000,98350,196700,1967,28100,281
432,10690000,106900,213800,2138,30542,305
433,9857000,98570,197140,1971,28162,281
434,12136000,121360,242720,2427,34674,346
435,9695000,96950,193900,1939,27700,277
436,9308000,93080,186160,1861,26594,265
437,9262000,92620,185240,1852,26462,264
438,15412000,154120,308240,3082,44034,440
439,9121000,91210,182420,1824,26060,260
440,9202000,92020,184040,1840,26291,262
441,9537000,95370,190740,1907,27248,272
442,9017000,90170,180340,1803,25762,257
443,9014000,90140,180280,1802,25754,257
444,9676000,96760,193520,1935,27645,276
445,9262000,92620,185240,1852,26462,264
446,9330000,93300,186600,1866,26657,266
447,9121000,91210,182420,1824,26060,260
448,9197000,91970,183940,1839,26277,262
449,9168000,91680,183360,1833,26194,261
450,10586000,105860,211720,2117,30245,302
451,9075000,90750,181500,1815,25928,259
452,9309000,93090,186180,1861,26597,265
453,9283000,92830,185660,1856,26522,265
454,9703000,97030,194060,1940,27722,277
455,9271000,92710,185420,1854,26488,264
456,9231000,92310,184620,1846,26374,263
457,9437000,94370,188740,1887,26962,269
458,9821000,98210,196420,1964,28060,280
459,9109000,91090,182180,1821,26025,260
460,9015000,90150,180300,1803,25757,257
461,9021000,90210,180420,1804,25774,257
462,8825000,88250,176500,1765,25214,252
463,9207000,92070,184140,1841,26305,263
464,9058000,90580,181160,1811,25880,258
465,8957000,89570,179140,1791,25591,255
466,9031000,90310,180620,1806,25802,258
467,9056000,90560,181120,1811,25874,258
468,9412000,94120,188240,1882,26891,268
469,9213000,92130,184260,1842,26322,263
470,9144000,91440,182880,1828,26125,261
471,9345000,93450,186900,1869,26700,267
472,9480000,94800,189600,1896,27085,270
473,9116000,91160,182320,1823,26045,260
474,9346000,93460,186920,1869,26702,267
475,9149000,91490,182980,1829,26140,261
476,9248000,92480,184960,1849,26422,264
477,9304000,93040,186080,1860,26582,265
478,9114000,91140,182280,1822,26040,260
479,9075000,90750,181500,1815,25928,259
480,9133000,91330,182660,1826,26094,260
481,9309000,93090,186180,1861,26597,265
482,9237000,92370,184740,1847,26391,263
483,9104000,91040,182080,1820,26011,260
484,9254000,92540,185080,1850,26440,264
485,9802000,98020,196040,1960,28005,280
486,9374000,93740,187480,1874,26782,267
487,9179000,91790,183580,1835,26225,262
488,9237000,92370,184740,1847,26391,263
489,8971000,89710,179420,1794,25631,256
490,9599000,95990,191980,1919,27425,274
491,9265000,92650,185300,1853,26471,264
492,8849000,88490,176980,1769,25282,252
493,8989000,89890,179780,1797,25682,256
494,9277000,92770,185540,1855,26505,265
495,9474000,94740,189480,1894,27068,270
496,9223000,92230,184460,1844,26351,263
497,9179000,91790,183580,1835,26225,262
498,9278000,92780,185560,1855,26508,265
499,9319000,93190,186380,1863,26625,266
500,9003000,90030,180060,1800,25722,257
501,9512000,95120,190240,1902,27177,271
502,9234000,92340,184680,1846,26382,263
503,9300000,93000,186000,1860,26571,265
504,9197000,91970,183940,1839,26277,262
505,9079000,90790,181580,1815,25940,259
506,9048000,90480,180960,1809,25851,258
507,9037000,90370,180740,1807,25820,258
508,9315000,93150,186300,1863,26614,266
509,9154000,91540,183080,1830,26154,261
510,9019000,90190,180380,1803,25768,257
511,9061000,90610,181220,1812,25888,258
512,9133000,91330,182660,1826,26094,260
513,9239000,92390,184780,1847,26397,263
514,9184000,91840,183680,1836,26240,262
515,9835000,98350,196700,1967,28100,281
516,9121000,91210,182420,1824,26060,260
517,9362000,93620,187240,1872,26748,267
518,9916000,99160,198320,1983,28331,283
519,9008000,90080,180160,1801,25737,257
520,9106000,91060,182120,1821,26017,260
521,9242000,92420,184840,1848,26405,264
522,9282000,92820,185640,1856,26520,265
523,9085000,90850,181700,1817,25957,259
524,9313000,93130,186260,1862,26608,266
525,9040000,90400,180800,1808,25828,258
526,9687000,96870,193740,1937,27677,276
527,9005000,90050,180100,1801,25728,257
528,9365000,93650,187300,1873,26757,267
529,9278000,92780,185560,1855,26508,265
530,8961000,89610,179220,1792,25602,256
531,9289000,92890,185780,1857,26540,265
532,9066000,90660,181320,1813,25902,259
533,9169000,91690,183380,1833,26197,261
534,9691000,96910,193820,1938,27688,276
535,9692000,96920,193840,1938,27691,276
536,9532000,95320,190640,1906,27234,272
537,9319000,93190,186380,1863,26625,266
538,9161000,91610,183220,1832,26174,261
539,9984000,99840,199680,1996,28525,285
540,9474000,94740,189480,1894,27068,270
541,9260000,92600,185200,1852,26457,264
542,9087000,90870,181740,1817,25962,259
543,9051000,90510,181020,1810,25860,258
544,11107000,111070,222140,2221,31734,317
545,15592000,155920,311840,3118,44548,445
546,9795000,97950,195900,1959,27985,279
547,9916000,99160,198320,1983,28331,283
548,9348000,93480,186960,1869,26708,267
549,9715000,97150,194300,1943,27757,277
550,9254000,92540,185080,1850,26440,264
551,9263000,92630,185260,1852,26465,264
552,9602000,96020,192040,1920,27434,274
553,9223000,92230,184460,1844,26351,263
554,9235000,92350,184700,1847,26385,263
555,9041000,90410,180820,1808,25831,258
556,9231000,92310,184620,1846,26374,263
557,9301000,93010,186020,1860,26574,265
558,9188000,91880,183760,1837,26251,262
559,9068000,90680,181360,1813,25908,259
560,9449000,94490,188980,1889,26997,269
561,9457000,94570,189140,1891,27020,270
562,9302000,93020,186040,1860,26577,265
563,9344000,93440,186880,1868,26697,266
564,8947000,89470,178940,1789,25562,255
565,9480000,94800,189600,1896,27085,270
566,9107000,91070,182140,1821,26020,260
567,9090000,90900,181800,1818,25971,259
568,9273000,92730,185460,1854,26494,264
569,8886000,88860,177720,1777,25388,253
570,9157000,91570,183140,1831,26162,261
571,9482000,94820,189640,1896,27091,270
572,9096000,90960,181920,1819,25988,259
573,9243000,92430,184860,1848,26408,264
574,11476000,114760,229520,2295,32788,327
575,9071000,90710,181420,1814,25917,259
576,9527000,95270,190540,1905,27220,272
577,9387000,93870,187740,1877,26820,268
578,9244000,92440,184880,1848,26411,264
579,9310000,93100,186200,1862,26600,266
580,9151000,91510,183020,1830,26145,261
581,9540000,95400,190800,1908,27257,272
582,9171000,91710,183420,1834,26202,262
583,9150000,91500,183000,1830,26142,261
584,9035000,90350,180700,1807,25814,258
585,9045000,90450,180900,1809,25842,258
586,9628000,96280,192560,1925,27508,275
587,9458000,94580,189160,1891,27022,270
588,9282000,92820,185640,1856,26520,265
589,9052000,90520,181040,1810,25862,258
590,9435000,94350,188700,1887,26957,269
591,9036000,90360,180720,1807,25817,258
592,9313000,93130,186260,1862,26608,266
593,9275000,92750,185500,1855,26500,265
594,9195000,91950,183900,1839,26271,262
595,9074000,90740,181480,1814,25925,259
596,9169000,91690,183380,1833,26197,261
597,9153000,91530,183060,1830,26151,261
598,9090000,90900,181800,1818,25971,259
599,9156000,91560,183120,1831,26160,261
600,9435000,94350,188700,1887,26957,269
601,9977000,99770,199540,1995,28505,285
602,9526000,95260,190520,1905,27217,272
603,11983000,119830,239660,2396,34237,342
604,9833000,98330,196660,1966,28094,280
605,10177000,101770,203540,2035,29077,290
606,9306000,93060,186120,1861,26588,265
607,8909000,89090,178180,1781,25454,254
608,9134000,91340,182680,1826,26097,260
609,9333000,93330,186660,1866,26665,266
610,8944000,89440,178880,1788,25554,255
611,9056000,90560,181120,1811,25874,258
612,8926000,89260,178520,1785,25502,255
613,8862000,88620,177240,1772,25320,253
614,10847000,108470,216940,2169,30991,309
615,9203000,92030,184060,1840,26294,262
616,9575000,95750,191500,1915,27357,273
617,8951000,89510,179020,1790,25574,255
618,9164000,91640,183280,1832,26182,261
619,9147000,91470,182940,1829,26134,261
620,9659000,96590,193180,1931,27597,275
621,8862000,88620,177240,1772,25320,253
622,9511000,95110,190220,1902,27174,271
623,9354000,93540,187080,1870,26725,267
624,9210000,92100,184200,1842,26314,263
625,9156000,91560,183120,1831,26160,261
626,8922000,89220,178440,1784,25491,254
627,9473000,94730,189460,1894,27065,270
628,9271000,92710,185420,1854,26488,264
629,8866000,88660,177320,1773,25331,253
630,9192000,91920,183840,1838,26262,262
631,9095000,90950,181900,1819,25985,259
632,9324000,93240,186480,1864,26640,266
633,9192000,91920,183840,1838,26262,262
634,8949000,89490,178980,1789,25568,255
635,9247000,92470,184940,1849,26420,264
636,9999000,99990,199980,1999,28568,285
637,9193000,91930,183860,1838,26265,262
638,9165000,91650,183300,1833,26185,261
639,9086000,90860,181720,1817,25960,259
640,9394000,93940,187880,1878,26840,268
641,11906000,119060,238120,2381,34017,340
642,9127000,91270,182540,1825,26077,260
643,8931000,89310,178620,1786,25517,255
644,9040000,90400,180800,1808,25828,258
645,9186000,91860,183720,1837,26245,262
646,9317000,93170,186340,1863,26620,266
647,9075000,90750,181500,1815,25928,259
648,8825000,88250,176500,1765,25214,252
649,9388000,93880,187760,1877,26822,268
650,13705000,137050,274100,2741,39157,391
651,14609000,146090,292180,2921,41740,417
652,14719000,147190,294380,2943,42054,420
653,14977000,149770,299540,2995,42791,427
654,11669000,116690,233380,2333,33340,333
655,12149000,121490,242980,2429,34711,347
656,12431000,124310,248620,2486,35517,355
657,12756000,127560,255120,2551,36445,364
658,13718000,137180,274360,2743,39194,391
659,14029000,140290,280580,2805,40082,400
660,12704000,127040,254080,2540,36297,362
661,12509000,125090,250180,2501,35740,357
662,12849000,128490,256980,2569,36711,367
663,11724000,117240,234480,2344,33497,334
664,11151000,111510,223020,2230,31860,318
665,10983000,109830,219660,2196,31380,313
666,10771000,107710,215420,2154,30774,307
667,12061000,120610,241220,2412,34460,344
668,9796000,97960,195920,1959,27988,279
669,11268000,112680,225360,2253,32194,321
670,10260000,102600,205200,2052,29314,293
671,9859000,98590,197180,1971,28168,281
672,9918000,99180,198360,1983,28337,283
673,10678000,106780,213560,2135,30508,305
674,10133000,101330,202660,2026,28951,289
675,9854000,98540,197080,1970,28154,281
676,10049000,100490,200980,2009,28711,287
677,10537000,105370,210740,2107,30105,301
678,9852000,98520,197040,1970,28148,281
679,11108000,111080,222160,2221,31737,317
680,10459000,104590,209180,2091,29882,298
681,11165000,111650,223300,2233,31900,319
682,10022000,100220,200440,2004,28634,286
683,9919000,99190,198380,1983,28340,283
684,10182000,101820,203640,2036,29091,290
685,9993000,99930,199860,1998,28551,285
686,11705000,117050,234100,2341,33442,334
687,13064000,130640,261280,2612,37325,373
688,12053000,120530,241060,2410,34437,344
689,10509000,105090,210180,2101,30025,300
